"site_id","monitoring_id","group","parameter","unit","value","notes"
19,"19_3","Chemical","DO_percent","%",108.1,NA
19,"19_3","Chemical","Conductivity","µS/cm",136.1,NA
19,"19_3","Chemical","Specific_conductivity","µS/cm",152.6,NA
19,"19_3","Chemical","pH",NA,8.2,NA
20,"20_3","Chemical","Temperature","Degree C",19.3,NA
20,"20_3","Chemical","DO_mgl","mg/l",9.96,NA
20,"20_3","Chemical","DO_percent","%",108.1,NA
20,"20_3","Chemical","Conductivity","µS/cm",136.1,NA
20,"20_3","Chemical","Specific_conductivity","µS/cm",152.6,NA
20,"20_3","Chemical","pH",NA,8.2,NA
1,"1_4","Chemical","Temperature","Degree C",22.4,NA
1,"1_4","Chemical","DO_mgl","mg/l",9.03,NA
1,"1_4","Chemical","DO_percent","%",104.1,NA
1,"1_4","Chemical","Conductivity","µS/cm",142.8,NA
1,"1_4","Chemical","Specific_conductivity","µS/cm",150.2,NA
1,"1_4","Chemical","pH",NA,8.11,NA
2,"2_4","Chemical","Temperature","Degree C",22.4,NA
2,"2_4","Chemical","DO_mgl","mg/l",9.03,NA
2,"2_4","Chemical","DO_percent","%",104.1,NA
2,"2_4","Chemical","Conductivity","µS/cm",142.8,NA
2,"2_4","Chemical","Specific_conductivity","µS/cm",150.2,NA
2,"2_4","Chemical","pH",NA,8.11,NA
3,"3_4","Chemical","Temperature","Degree C",21.4,NA
3,"3_4","Chemical","DO_mgl","mg/l",9.5,NA
3,"3_4","Chemical","DO_percent","%",107.5,NA
3,"3_4","Chemical","Conductivity","µS/cm",147.7,NA
3,"3_4","Chemical","Specific_conductivity","µS/cm",158.4,NA
3,"3_4","Chemical","pH",NA,8.07,NA
4,"4_4","Chemical","Temperature","Degree C",21.4,NA
4,"4_4","Chemical","DO_mgl","mg/l",9.5,NA
4,"4_4","Chemical","DO_percent","%",107.5,NA
4,"4_4","Chemical","Conductivity","µS/cm",147.7,NA
4,"4_4","Chemical","Specific_conductivity","µS/cm",158.4,NA
4,"4_4","Chemical","pH",NA,8.07,NA
5,"5_4","Chemical","Temperature","Degree C",22.8,NA
5,"5_4","Chemical","DO_mgl","mg/l",5.75,NA
5,"5_4","Chemical","DO_percent","%",66.8,NA
5,"5_4","Chemical","Conductivity","µS/cm",171.6,NA
5,"5_4","Chemical","Specific_conductivity","µS/cm",179.2,NA
5,"5_4","Chemical","pH",NA,7.86,NA
6,"6_4","Chemical","Temperature","Degree C",22.8,NA
6,"6_4","Chemical","DO_mgl","mg/l",5.75,NA
6,"6_4","Chemical","DO_percent","%",66.8,NA
6,"6_4","Chemical","Conductivity","µS/cm",171.6,NA
6,"6_4","Chemical","Specific_conductivity","µS/cm",179.2,NA
6,"6_4","Chemical","pH",NA,7.86,NA
7,"7_4","Chemical","Temperature","Degree C",22.1,NA
7,"7_4","Chemical","DO_mgl","mg/l",9.39,NA
7,"7_4","Chemical","DO_percent","%",107.6,NA
7,"7_4","Chemical","Conductivity","µS/cm",149.4,NA
7,"7_4","Chemical","Specific_conductivity","µS/cm",158,NA
7,"7_4","Chemical","pH",NA,7.66,NA
8,"8_4","Chemical","Temperature","Degree C",21.8,NA
8,"8_4","Chemical","DO_mgl","mg/l",9.37,NA
8,"8_4","Chemical","DO_percent","%",106.8,NA
8,"8_4","Chemical","Conductivity","µS/cm",150,NA
8,"8_4","Chemical","Specific_conductivity","µS/cm",159.8,NA
8,"8_4","Chemical","pH",NA,8.09,NA
9,"9_4","Chemical","Temperature","Degree C",22.1,NA
9,"9_4","Chemical","DO_mgl","mg/l",9.42,NA
9,"9_4","Chemical","DO_percent","%",108,NA
9,"9_4","Chemical","Conductivity","µS/cm",144.3,NA
9,"9_4","Chemical","Specific_conductivity","µS/cm",152.8,NA
9,"9_4","Chemical","pH",NA,8.85,NA
10,"10_4","Chemical","Temperature","Degree C",22.1,NA
10,"10_4","Chemical","DO_mgl","mg/l",9.42,NA
10,"10_4","Chemical","DO_percent","%",108,NA
10,"10_4","Chemical","Conductivity","µS/cm",144.3,NA
10,"10_4","Chemical","Specific_conductivity","µS/cm",152.8,NA
10,"10_4","Chemical","pH",NA,8.85,NA
11,"11_4","Chemical","Temperature","Degree C",22.3,NA
11,"11_4","Chemical","DO_mgl","mg/l",9.78,NA
11,"11_4","Chemical","DO_percent","%",112.5,NA
11,"11_4","Chemical","Conductivity","µS/cm",148.1,NA
11,"11_4","Chemical","Specific_conductivity","µS/cm",156,NA
11,"11_4","Chemical","pH",NA,8.46,NA
12,"12_4","Chemical","Temperature","Degree C",22.3,NA
12,"12_4","Chemical","DO_mgl","mg/l",9.78,NA
12,"12_4","Chemical","DO_percent","%",112.5,NA
12,"12_4","Chemical","Conductivity","µS/cm",148.1,NA
12,"12_4","Chemical","Specific_conductivity","µS/cm",156,NA
12,"12_4","Chemical","pH",NA,8.46,NA
13,"13_4","Chemical","Temperature","Degree C",21.8,NA
13,"13_4","Chemical","DO_mgl","mg/l",10.14,NA
13,"13_4","Chemical","DO_percent","%",115.5,NA
13,"13_4","Chemical","Conductivity","µS/cm",145.9,NA
13,"13_4","Chemical","Specific_conductivity","µS/cm",155.5,NA
13,"13_4","Chemical","pH",NA,8.45,NA
14,"14_4","Chemical","Temperature","Degree C",21.8,NA
14,"14_4","Chemical","DO_mgl","mg/l",10.14,NA
14,"14_4","Chemical","DO_percent","%",115.5,NA
14,"14_4","Chemical","Conductivity","µS/cm",145.9,NA
14,"14_4","Chemical","Specific_conductivity","µS/cm",155.5,NA
14,"14_4","Chemical","pH",NA,8.45,NA
15,"15_4","Chemical","Temperature","Degree C",21,NA
15,"15_4","Chemical","DO_mgl","mg/l",9.11,NA
15,"15_4","Chemical","DO_percent","%",102.3,NA
15,"15_4","Chemical","Conductivity","µS/cm",149.5,NA
15,"15_4","Chemical","Specific_conductivity","µS/cm",161.8,NA
15,"15_4","Chemical","pH",NA,8.56,NA
16,"16_4","Chemical","Temperature","Degree C",21,NA
16,"16_4","Chemical","DO_mgl","mg/l",9.11,NA
16,"16_4","Chemical","DO_percent","%",102.3,NA
16,"16_4","Chemical","Conductivity","µS/cm",149.5,NA
16,"16_4","Chemical","Specific_conductivity","µS/cm",161.8,NA
16,"16_4","Chemical","pH",NA,8.56,NA
17,"17_4","Chemical","Temperature","Degree C",21.8,NA
17,"17_4","Chemical","DO_mgl","mg/l",9.57,NA
17,"17_4","Chemical","DO_percent","%",109.1,NA
17,"17_4","Chemical","Conductivity","µS/cm",147.6,NA
17,"17_4","Chemical","Specific_conductivity","µS/cm",157,NA
17,"17_4","Chemical","pH",NA,8.35,NA
18,"18_4","Chemical","Temperature","Degree C",21.8,NA
18,"18_4","Chemical","DO_mgl","mg/l",9.57,NA
18,"18_4","Chemical","DO_percent","%",109.1,NA
18,"18_4","Chemical","Conductivity","µS/cm",147.6,NA
18,"18_4","Chemical","Specific_conductivity","µS/cm",157,NA
18,"18_4","Chemical","pH",NA,8.35,NA
19,"19_4","Chemical","Temperature","Degree C",21.7,NA
19,"19_4","Chemical","DO_mgl","mg/l",9.88,NA
19,"19_4","Chemical","DO_percent","%",112.4,NA
19,"19_4","Chemical","Conductivity","µS/cm",144.9,NA
19,"19_4","Chemical","Specific_conductivity","µS/cm",154.7,NA
19,"19_4","Chemical","pH",NA,8.51,NA
20,"20_4","Chemical","Temperature","Degree C",21.7,NA
20,"20_4","Chemical","DO_mgl","mg/l",9.88,NA
20,"20_4","Chemical","DO_percent","%",112.4,NA
20,"20_4","Chemical","Conductivity","µS/cm",144.9,NA
20,"20_4","Chemical","Specific_conductivity","µS/cm",154.7,NA
20,"20_4","Chemical","pH",NA,8.51,NA
1,"1_5","Chemical","Temperature","Degree C",17.6,NA
1,"1_5","Chemical","DO_mgl","mg/l",11.07,NA
1,"1_5","Chemical","DO_percent","%",116,NA
1,"1_5","Chemical","Conductivity","µS/cm",135.4,NA
1,"1_5","Chemical","Specific_conductivity","µS/cm",157.7,NA
1,"1_5","Chemical","pH",NA,6.38,NA
2,"2_5","Chemical","Temperature","Degree C",17.6,NA
2,"2_5","Chemical","DO_mgl","mg/l",11.07,NA
2,"2_5","Chemical","DO_percent","%",116,NA
2,"2_5","Chemical","Conductivity","µS/cm",135.4,NA
2,"2_5","Chemical","Specific_conductivity","µS/cm",157.7,NA
2,"2_5","Chemical","pH",NA,6.38,NA
3,"3_5","Chemical","Temperature","Degree C",17.1,NA
3,"3_5","Chemical","DO_mgl","mg/l",10.79,NA
3,"3_5","Chemical","DO_percent","%",112,NA
3,"3_5","Chemical","Conductivity","µS/cm",145.2,NA
3,"3_5","Chemical","Specific_conductivity","µS/cm",170.9,NA
3,"3_5","Chemical","pH",NA,7.64,NA
4,"4_5","Chemical","Temperature","Degree C",17.1,NA
4,"4_5","Chemical","DO_mgl","mg/l",10.79,NA
4,"4_5","Chemical","DO_percent","%",112,NA
4,"4_5","Chemical","Conductivity","µS/cm",145.2,NA
4,"4_5","Chemical","Specific_conductivity","µS/cm",170.9,NA
4,"4_5","Chemical","pH",NA,7.64,NA
5,"5_5","Chemical","Temperature","Degree C",13.8,NA
5,"5_5","Chemical","DO_mgl","mg/l",10.38,NA
5,"5_5","Chemical","DO_percent","%",100.2,NA
5,"5_5","Chemical","Conductivity","µS/cm",133.4,NA
5,"5_5","Chemical","Specific_conductivity","µS/cm",169.8,NA
5,"5_5","Chemical","pH",NA,7.79,NA
6,"6_5","Chemical","Temperature","Degree C",13.8,NA
6,"6_5","Chemical","DO_mgl","mg/l",10.38,NA
6,"6_5","Chemical","DO_percent","%",100.2,NA
6,"6_5","Chemical","Conductivity","µS/cm",133.4,NA
6,"6_5","Chemical","Specific_conductivity","µS/cm",169.8,NA
6,"6_5","Chemical","pH",NA,7.79,NA
7,"7_5","Chemical","Temperature","Degree C",18.3,NA
7,"7_5","Chemical","DO_mgl","mg/l",9.44,NA
7,"7_5","Chemical","DO_percent","%",100.5,NA
7,"7_5","Chemical","Conductivity","µS/cm",262.3,NA
7,"7_5","Chemical","Specific_conductivity","µS/cm",300.7,NA
7,"7_5","Chemical","pH",NA,3.94,NA
8,"8_5","Chemical","Temperature","Degree C",18.3,NA
8,"8_5","Chemical","DO_mgl","mg/l",9.44,NA
8,"8_5","Chemical","DO_percent","%",100.5,NA
8,"8_5","Chemical","Conductivity","µS/cm",262.3,NA
8,"8_5","Chemical","Specific_conductivity","µS/cm",300.7,NA
8,"8_5","Chemical","pH",NA,3.94,NA
9,"9_5","Chemical","Temperature","Degree C",16.1,NA
9,"9_5","Chemical","DO_mgl","mg/l",9.57,NA
9,"9_5","Chemical","DO_percent","%",97.2,NA
9,"9_5","Chemical","Conductivity","µS/cm",123.2,NA
9,"9_5","Chemical","Specific_conductivity","µS/cm",148.3,NA
9,"9_5","Chemical","pH",NA,7.83,NA
10,"10_5","Chemical","Temperature","Degree C",16.1,NA
10,"10_5","Chemical","DO_mgl","mg/l",9.57,NA
10,"10_5","Chemical","DO_percent","%",97.2,NA
10,"10_5","Chemical","Conductivity","µS/cm",123.2,NA
10,"10_5","Chemical","Specific_conductivity","µS/cm",148.3,NA
10,"10_5","Chemical","pH",NA,7.83,NA
11,"11_5","Chemical","Temperature","Degree C",17.9,NA
11,"11_5","Chemical","DO_mgl","mg/l",9.66,NA
11,"11_5","Chemical","DO_percent","%",101.9,NA
11,"11_5","Chemical","Conductivity","µS/cm",139.2,NA
11,"11_5","Chemical","Specific_conductivity","µS/cm",161,NA
11,"11_5","Chemical","pH",NA,7.4,NA
12,"12_5","Chemical","Temperature","Degree C",17.9,NA
12,"12_5","Chemical","DO_mgl","mg/l",9.66,NA
12,"12_5","Chemical","DO_percent","%",101.9,NA
12,"12_5","Chemical","Conductivity","µS/cm",139.2,NA
12,"12_5","Chemical","Specific_conductivity","µS/cm",161,NA
12,"12_5","Chemical","pH",NA,7.4,NA
13,"13_5","Chemical","Temperature","Degree C",18.8,NA
13,"13_5","Chemical","DO_mgl","mg/l",10.37,NA
13,"13_5","Chemical","DO_percent","%",111.3,NA
13,"13_5","Chemical","Conductivity","µS/cm",153.2,NA
13,"13_5","Chemical","Specific_conductivity","µS/cm",173.8,NA
13,"13_5","Chemical","pH",NA,7.16,NA
14,"14_5","Chemical","Temperature","Degree C",18.8,NA
14,"14_5","Chemical","DO_mgl","mg/l",10.37,NA
14,"14_5","Chemical","DO_percent","%",111.3,NA
14,"14_5","Chemical","Conductivity","µS/cm",153.2,NA
14,"14_5","Chemical","Specific_conductivity","µS/cm",173.8,NA
14,"14_5","Chemical","pH",NA,7.16,NA
15,"15_5","Chemical","Temperature","Degree C",17.7,NA
15,"15_5","Chemical","DO_mgl","mg/l",9.61,NA
15,"15_5","Chemical","DO_percent","%",100.9,NA
15,"15_5","Chemical","Conductivity","µS/cm",142.9,NA
15,"15_5","Chemical","Specific_conductivity","µS/cm",166.2,NA
15,"15_5","Chemical","pH",NA,9.48,NA
16,"16_5","Chemical","Temperature","Degree C",17.7,NA
16,"16_5","Chemical","DO_mgl","mg/l",9.61,NA
16,"16_5","Chemical","DO_percent","%",100.9,NA
16,"16_5","Chemical","Conductivity","µS/cm",142.9,NA
16,"16_5","Chemical","Specific_conductivity","µS/cm",166.2,NA
16,"16_5","Chemical","pH",NA,9.48,NA
17,"17_5","Chemical","Temperature","Degree C",17.9,NA
17,"17_5","Chemical","DO_mgl","mg/l",8.76,NA
17,"17_5","Chemical","DO_percent","%",92.4,NA
17,"17_5","Chemical","Conductivity","µS/cm",138.7,NA
17,"17_5","Chemical","Specific_conductivity","µS/cm",160.4,NA
17,"17_5","Chemical","pH",NA,7.51,NA
18,"18_5","Chemical","Temperature","Degree C",17.9,NA
18,"18_5","Chemical","DO_mgl","mg/l",8.76,NA
18,"18_5","Chemical","DO_percent","%",92.4,NA
18,"18_5","Chemical","Conductivity","µS/cm",138.7,NA
18,"18_5","Chemical","Specific_conductivity","µS/cm",160.4,NA
18,"18_5","Chemical","pH",NA,7.51,NA
19,"19_5","Chemical","Temperature","Degree C",18.1,NA
19,"19_5","Chemical","DO_mgl","mg/l",9.41,NA
19,"19_5","Chemical","DO_percent","%",99.7,NA
19,"19_5","Chemical","Conductivity","µS/cm",140.6,NA
19,"19_5","Chemical","Specific_conductivity","µS/cm",161.9,NA
19,"19_5","Chemical","pH",NA,7.28,NA
20,"20_5","Chemical","Temperature","Degree C",18.1,NA
20,"20_5","Chemical","DO_mgl","mg/l",9.41,NA
20,"20_5","Chemical","DO_percent","%",99.7,NA
20,"20_5","Chemical","Conductivity","µS/cm",140.6,NA
20,"20_5","Chemical","Specific_conductivity","µS/cm",161.9,NA
20,"20_5","Chemical","pH",NA,7.28,NA
